Start Zone,End Zone,Start Time,Efficency,Speed Scale
2,4,16:26,6,4
1,5,04:35,9,1
1,5,05:55,7,3
2,1,04:17,1,9
4,3,18:33,3,7
1,3,01:55,7,3
4,5,10:24,10,0
2,3,16:03,4,6
5,4,19:27,10,0
3,4,12:32,8,2
1,5,05:09,1,9
2,5,10:33,6,4
4,1,20:41,2,8
5,4,06:47,4,6
1,4,00:54,1,9
4,1,14:25,4,6
5,1,02:49,9,1
5,2,11:43,6,4
3,4,21:02,9,1
3,5,17:28,6,4
1,3,11:30,10,0
4,1,01:17,3,7
2,5,18:30,2,8
3,1,14:37,1,9
4,5,07:02,4,6
2,3,03:19,4,6
2,3,11:56,4,6
3,5,01:18,3,7
4,2,04:15,2,8
4,3,01:36,6,4
4,3,14:11,10,0
4,2,04:06,3,7
2,3,16:58,8,2
4,1,10:41,1,9
5,1,23:05,10,0
3,2,03:55,5,5
1,2,16:38,3,7
1,2,04:56,2,8
1,3,13:59,10,0
4,3,20:02,9,1
5,4,11:36,3,7
1,3,06:39,8,2
3,2,15:01,10,0
1,2,16:47,4,6
4,1,04:31,4,6
1,5,05:57,10,0
3,1,08:56,2,8
3,2,08:37,10,0
2,1,03:42,5,5
3,2,23:48,3,7
4,5,12:22,9,1
4,5,06:55,8,2
1,3,09:28,3,7
4,2,16:17,8,2
4,1,19:31,4,6
4,1,00:47,1,9
1,4,20:14,3,7
3,2,03:26,4,6
1,2,08:26,10,0
2,4,13:49,1,9
5,2,21:28,8,2
3,1,18:47,10,0
4,3,03:53,2,8
5,1,17:21,4,6
3,5,00:46,2,8
1,2,21:45,7,3
2,5,14:55,2,8
4,3,13:28,2,8
2,4,09:57,3,7
3,1,20:17,5,5
1,5,09:13,3,7
2,5,11:05,7,3
3,5,05:25,6,4
2,1,05:09,7,3
5,4,03:48,9,1
4,1,09:10,8,2
3,2,09:20,2,8
1,2,12:19,4,6
5,1,15:18,6,4
1,5,02:31,5,5
3,4,07:52,1,9
3,2,18:03,3,7
1,4,19:20,6,4
1,4,07:36,8,2
2,4,03:46,10,0
4,1,17:37,2,8
1,5,03:01,3,7
2,3,01:04,2,8
1,3,14:49,10,0
2,5,18:14,3,7
2,1,04:36,5,5
2,4,15:53,6,4
5,2,11:30,4,6
2,4,19:49,2,8
1,4,14:38,7,3
5,3,10:07,3,7
5,4,12:03,1,9
3,1,14:30,10,0
4,3,22:32,1,9
5,4,12:35,5,5
4,1,20:32,6,4
1,4,17:17,10,0
3,1,07:15,6,4
5,1,09:58,10,0
3,5,17:13,6,4
1,3,12:43,1,9
5,4,18:23,2,8
2,1,19:45,10,0
3,4,01:52,2,8
5,2,01:19,2,8
5,1,05:00,6,4
5,1,12:45,6,4
4,2,17:38,1,9
1,2,14:53,2,8
1,5,22:55,2,8
1,5,00:39,1,9
2,3,02:08,6,4
5,4,09:47,6,4
1,3,09:43,8,2
1,5,06:21,10,0
2,3,21:52,5,5
5,1,01:22,4,6
3,5,01:57,9,1
5,3,14:46,3,7
3,2,02:22,4,6
1,5,06:12,4,6
1,3,01:12,9,1
4,3,01:46,1,9
3,2,00:07,5,5
3,2,14:42,8,2
2,3,00:59,10,0
1,2,17:51,1,9
2,5,18:28,10,0
4,5,16:44,7,3
5,2,19:13,1,9
2,3,13:40,4,6
5,1,15:36,7,3
5,3,18:21,8,2
2,4,12:25,6,4
1,5,09:17,3,7
3,5,00:31,6,4
1,2,01:25,1,9
4,5,01:53,9,1
2,3,07:34,4,6
2,3,09:10,1,9
2,4,21:32,4,6
1,2,20:47,1,9
5,4,08:53,7,3
2,3,12:50,8,2
1,3,20:45,6,4
2,3,21:45,1,9
3,2,08:24,4,6
5,1,07:10,8,2
3,4,06:15,10,0
5,4,23:55,2,8
1,3,15:57,6,4
5,4,21:05,8,2
5,1,11:24,1,9
4,2,16:43,4,6
4,3,16:52,3,7
5,4,14:51,8,2
3,5,15:08,2,8
3,1,20:23,2,8
1,2,09:04,9,1
1,2,11:45,5,5
5,3,11:43,9,1
3,1,01:02,5,5
2,4,16:05,10,0
2,1,08:11,2,8
2,5,06:56,6,4
4,5,01:40,1,9
1,4,17:35,1,9
5,2,20:13,2,8
2,4,22:46,10,0
5,3,09:50,6,4
2,5,16:32,4,6
1,3,15:43,6,4
1,2,16:33,6,4
5,2,08:11,9,1
1,5,22:43,9,1
1,2,04:24,6,4
1,5,19:49,4,6
3,2,07:05,2,8
1,4,09:58,4,6
3,2,16:37,4,6
3,5,08:48,4,6
4,1,04:42,1,9
4,3,22:21,9,1
5,4,16:28,9,1
4,5,02:08,2,8
4,2,03:27,8,2
5,2,22:14,7,3
2,5,08:05,5,5
1,3,17:36,4,6
5,3,23:15,2,8
3,1,20:47,10,0
1,3,16:16,5,5
3,2,02:46,5,5
5,4,05:43,7,3
2,3,09:53,7,3
2,1,22:07,4,6
4,5,18:26,10,0
2,1,05:18,7,3
5,3,23:27,1,9
1,2,19:24,1,9
5,1,20:58,5,5
1,2,01:06,7,3
1,2,07:31,8,2
1,3,12:24,8,2
2,1,04:25,5,5
1,2,22:13,1,9
2,3,09:13,9,1
5,3,06:08,4,6
4,5,02:15,6,4
5,1,12:02,2,8
2,1,12:08,9,1
2,3,18:18,10,0
5,4,02:41,7,3
2,1,13:45,1,9
2,4,02:44,7,3
4,2,15:22,10,0
5,3,19:08,10,0
4,1,00:03,3,7
1,3,17:29,2,8
3,5,18:52,3,7
4,1,22:36,2,8
4,2,08:50,10,0
2,4,23:08,4,6
1,2,05:50,4,6
1,2,20:51,6,4
4,1,19:11,7,3
1,2,15:12,9,1
5,1,09:59,8,2
1,3,19:05,2,8
3,5,03:07,1,9
2,1,06:15,6,4
2,3,23:10,10,0
4,3,11:24,1,9
4,1,02:24,8,2
2,3,19:42,1,9
4,3,19:19,9,1
3,5,20:36,4,6
5,1,07:38,3,7
2,4,17:43,2,8
1,2,09:11,1,9
5,1,19:25,3,7
5,3,05:08,2,8
4,2,05:25,10,0
2,1,15:48,4,6
3,5,01:52,1,9
3,2,16:10,4,6
1,5,12:39,8,2
4,2,23:05,6,4
3,4,15:41,7,3
2,5,04:38,8,2
3,1,02:44,1,9
2,3,19:43,2,8
2,5,08:10,7,3
2,3,17:43,3,7
5,2,23:45,9,1
2,3,03:32,6,4
4,5,12:15,2,8
3,4,20:37,5,5
2,1,19:47,2,8
1,2,00:16,4,6
3,5,16:38,8,2
1,3,01:34,6,4
1,3,22:52,10,0
3,1,09:02,2,8
5,4,06:17,7,3
1,4,13:14,6,4
3,5,12:41,3,7
2,5,14:31,5,5
4,2,11:05,4,6
2,4,02:44,1,9
1,3,03:27,5,5
4,1,00:59,2,8
1,5,17:58,1,9
2,3,22:01,7,3
4,3,16:25,8,2
3,2,11:34,1,9
5,1,17:28,4,6
2,5,01:58,10,0
2,4,20:46,1,9
4,3,09:19,1,9
1,3,15:47,6,4
4,1,01:16,6,4
5,3,12:46,10,0
2,3,18:15,3,7
2,4,19:19,9,1
4,5,02:12,7,3
5,1,22:22,3,7
2,1,01:16,10,0
5,2,15:23,5,5
3,1,01:29,7,3
1,2,11:58,3,7
3,5,15:29,8,2
1,2,14:01,7,3
4,1,16:12,3,7
2,1,03:44,10,0
3,1,17:57,2,8
3,1,05:00,5,5
3,5,13:12,3,7
5,2,09:44,5,5
2,1,09:55,8,2
2,1,23:39,8,2
2,5,00:56,9,1
2,3,04:28,8,2
5,1,02:07,1,9
4,1,18:29,8,2
5,3,18:43,3,7
4,1,12:22,3,7
5,1,04:12,4,6
1,4,15:18,1,9
2,4,03:48,3,7
5,1,11:46,2,8
5,1,15:11,4,6
5,4,13:35,1,9
4,5,11:03,6,4
2,5,06:36,7,3
5,3,12:26,5,5
2,3,21:25,1,9
5,1,04:48,8,2
4,2,11:18,9,1
1,5,07:07,1,9
3,2,15:41,7,3
1,4,04:15,4,6
2,1,05:33,4,6
1,3,19:46,7,3
2,1,22:28,10,0
4,3,07:18,5,5
5,2,23:04,4,6
5,4,15:25,4,6
2,1,01:49,7,3
1,2,09:46,3,7
4,3,17:18,8,2
2,3,15:32,9,1
3,1,16:13,4,6
2,3,03:05,4,6
2,5,16:22,4,6
3,1,10:49,4,6
2,1,14:43,5,5
4,2,08:03,10,0
4,3,22:51,2,8
1,5,23:29,2,8
3,4,01:12,4,6
1,3,08:49,3,7
3,2,11:10,10,0
2,4,10:04,7,3
3,5,23:14,7,3
1,3,20:04,4,6
4,3,10:19,8,2
1,5,18:48,5,5
1,5,22:34,3,7
1,5,06:31,8,2
5,1,21:29,8,2
1,3,07:27,2,8
3,4,08:53,6,4
5,3,13:39,7,3
1,2,03:29,1,9
4,5,02:12,9,1
5,1,21:57,8,2
2,5,23:42,2,8
4,1,06:04,10,0
4,3,11:45,4,6
5,2,11:33,1,9
3,4,17:51,10,0
1,5,03:57,1,9
4,1,09:57,10,0
4,2,00:44,3,7
2,1,07:32,10,0
2,4,07:47,6,4
4,5,10:09,9,1
3,5,04:22,10,0
5,3,14:40,6,4
5,3,00:09,1,9
1,5,12:27,5,5
4,1,04:17,7,3
5,4,22:26,7,3
1,2,02:48,8,2
2,1,14:15,1,9
1,5,23:11,10,0
1,4,02:45,10,0
3,5,01:18,8,2
5,2,12:37,7,3
4,5,15:24,8,2
3,2,06:49,2,8
4,5,05:50,2,8
3,4,23:17,6,4
2,4,20:40,3,7
5,2,15:15,9,1
5,2,00:14,3,7
5,4,00:48,3,7
1,5,01:22,4,6
3,5,21:02,3,7
2,4,16:00,4,6
1,4,05:17,9,1
2,5,09:52,3,7
5,4,23:16,7,3
4,1,12:41,5,5
3,1,21:06,6,4
2,5,19:28,8,2
4,2,22:52,4,6
4,2,07:40,4,6
1,3,20:30,3,7
2,3,22:43,9,1
2,4,07:54,1,9
4,1,17:31,8,2
5,1,23:52,9,1
5,4,17:20,5,5
1,5,00:51,3,7
1,4,21:38,9,1
1,5,10:50,5,5
1,3,11:21,4,6
5,4,05:50,6,4
3,4,12:03,1,9
4,5,20:48,6,4
1,3,10:43,4,6
2,5,13:10,7,3
2,4,18:49,8,2
4,2,17:48,10,0
2,1,16:55,2,8
2,3,06:14,2,8
1,4,09:43,9,1
1,3,21:50,10,0
2,5,11:06,6,4
3,4,14:08,5,5
1,5,10:11,8,2
5,4,10:16,1,9
4,1,19:03,7,3
1,2,00:27,4,6
2,1,10:28,3,7
1,5,13:42,3,7
3,1,20:32,10,0
4,2,09:12,3,7
2,1,17:43,1,9
5,4,16:11,4,6
2,1,00:28,4,6
3,1,23:13,9,1
2,4,15:50,8,2
1,2,08:04,5,5
4,1,14:15,8,2
1,3,10:17,10,0
2,1,03:05,9,1
3,4,11:28,1,9
3,4,12:17,7,3
5,4,21:38,9,1
2,1,19:23,7,3
3,4,02:20,6,4
4,1,21:57,1,9
1,2,23:37,7,3
5,1,23:01,2,8
1,4,17:14,8,2
1,3,10:10,1,9
5,1,17:55,10,0
4,5,00:57,1,9
1,3,13:57,10,0
1,5,15:30,6,4
4,5,00:51,9,1
2,5,04:12,8,2
1,2,23:15,5,5
3,4,21:25,1,9
3,1,01:11,7,3
1,2,04:06,9,1
2,4,20:31,3,7
1,3,08:04,3,7
3,2,06:57,8,2
2,3,11:59,10,0
1,2,08:00,5,5
1,4,16:08,9,1
4,3,18:12,10,0
3,1,12:12,7,3
2,4,13:17,10,0
3,1,23:30,4,6
5,3,00:01,8,2
2,4,02:10,5,5
5,2,12:58,7,3
5,4,14:00,5,5
1,3,06:27,8,2
3,4,17:11,2,8
4,1,06:01,7,3
5,4,23:50,10,0
1,4,04:59,5,5
2,3,00:14,1,9
4,5,02:29,5,5
4,2,14:55,3,7
5,4,20:28,9,1
1,2,02:54,3,7
4,2,15:16,10,0
3,1,00:14,8,2
2,3,13:28,4,6
1,4,13:10,6,4
5,4,14:08,1,9
5,2,02:58,1,9
5,2,14:10,10,0
3,4,08:37,5,5
5,1,13:45,3,7
1,3,21:11,10,0
5,4,22:27,5,5
1,2,21:34,3,7
2,3,16:44,7,3
3,2,14:14,8,2
2,3,07:41,3,7
1,5,09:12,6,4
1,4,12:09,6,4
5,1,03:44,7,3
5,4,00:53,5,5
2,3,14:41,10,0
2,1,05:43,2,8
3,4,08:10,9,1
1,5,03:57,8,2
3,5,04:43,8,2
4,5,00:56,8,2
5,1,16:07,1,9
1,5,20:31,8,2
5,1,01:45,8,2
4,5,06:19,7,3
5,2,09:30,8,2
3,5,18:31,8,2
5,2,16:16,9,1
2,1,01:34,1,9
1,4,15:30,10,0
3,1,13:43,8,2
5,2,05:18,10,0
5,4,21:54,3,7
4,2,14:31,9,1
4,2,11:33,2,8
4,3,04:44,4,6
3,1,00:59,8,2
1,3,14:36,6,4
2,4,17:41,5,5
5,1,23:59,9,1
4,3,05:47,10,0
3,4,21:11,2,8
5,1,13:06,7,3
3,1,03:05,6,4
2,3,13:24,1,9
1,5,04:12,1,9
5,4,15:14,4,6
1,3,17:35,4,6
4,1,11:41,5,5
2,5,17:06,3,7
2,3,06:42,6,4
4,2,00:57,8,2
3,2,18:32,5,5
2,1,09:55,7,3
2,1,18:39,5,5
4,5,05:44,1,9
4,5,15:23,2,8
2,5,04:20,3,7
1,3,22:33,9,1
2,4,17:50,7,3
3,1,04:42,4,6
5,3,16:37,1,9
1,3,14:01,1,9
1,4,18:27,6,4
4,1,02:23,9,1
1,4,23:12,9,1
4,5,09:34,9,1
4,3,02:10,7,3
4,5,14:51,8,2
4,5,20:49,9,1
5,3,23:07,5,5
3,1,09:43,4,6
4,5,11:51,4,6
2,5,05:48,4,6
4,5,07:47,1,9
3,4,22:45,7,3
3,5,14:35,6,4
1,3,17:09,3,7
1,2,01:36,1,9
5,4,18:16,2,8
3,2,19:51,7,3
5,2,23:27,7,3
4,2,00:42,2,8
1,3,14:15,2,8
4,5,17:08,4,6
3,2,07:25,10,0
3,2,03:36,10,0
5,2,02:04,10,0
4,3,06:03,5,5
5,1,13:13,4,6
5,3,09:56,10,0
3,5,23:18,6,4
2,4,20:50,8,2
1,5,19:59,4,6
5,2,17:07,10,0
3,4,17:22,7,3
2,4,22:33,3,7
2,3,22:59,9,1
1,3,07:06,6,4
1,3,06:11,2,8
3,2,13:40,5,5
3,5,19:19,8,2
3,1,13:56,8,2
2,1,13:47,7,3
2,5,00:27,3,7
5,3,01:46,1,9
4,5,17:20,8,2
2,5,15:49,7,3
4,5,03:59,7,3
4,1,03:24,1,9
5,4,18:17,4,6
4,5,21:21,1,9
1,4,00:17,1,9
4,3,19:16,2,8
4,3,20:53,3,7
3,5,11:18,8,2
3,1,12:38,9,1
3,2,09:49,9,1
4,3,19:24,7,3
5,3,19:52,9,1
2,3,12:06,5,5
2,5,04:26,5,5
5,4,06:16,3,7
4,3,08:26,6,4
5,2,03:09,4,6
4,2,23:04,1,9
1,4,07:55,5,5
3,4,05:32,1,9
1,3,19:21,10,0
5,4,19:49,4,6
2,4,18:12,8,2
3,5,11:27,7,3
5,2,09:57,3,7
5,1,17:39,1,9
1,5,13:22,8,2
5,1,07:57,9,1
5,4,04:53,6,4
3,2,04:05,8,2
4,2,14:20,3,7
5,1,16:06,8,2
5,4,16:51,8,2
1,2,15:50,8,2
5,1,12:32,2,8
5,1,11:13,2,8
5,4,08:30,9,1
4,1,21:54,9,1
5,1,06:39,1,9
5,4,09:53,3,7
5,3,02:40,9,1
5,2,18:57,2,8
2,3,03:43,6,4
4,3,17:25,5,5
1,4,05:10,4,6
3,4,11:30,3,7
4,1,10:12,4,6
3,2,03:19,8,2
5,3,13:31,3,7
1,2,07:44,5,5
5,3,00:26,8,2
1,4,21:21,6,4
1,2,07:14,6,4
4,3,19:15,7,3
1,3,03:09,8,2
5,4,04:15,5,5
1,5,18:02,9,1
3,1,02:10,6,4
3,5,03:50,8,2
5,4,03:27,2,8
1,3,02:09,7,3
2,3,01:22,10,0
1,3,03:25,3,7
3,4,02:03,1,9
5,4,14:25,3,7
1,2,18:44,5,5
2,3,09:23,3,7
4,1,14:05,9,1
3,1,02:08,1,9
1,4,02:05,7,3
3,5,22:07,6,4
2,4,22:51,6,4
4,1,00:31,4,6
1,3,04:36,8,2
1,2,21:21,4,6
3,1,17:42,2,8
4,2,05:49,2,8
4,5,15:32,3,7
3,5,19:55,3,7
4,2,18:07,6,4
1,5,13:14,6,4
2,3,21:42,7,3
1,2,15:28,10,0
2,5,02:58,4,6
4,3,15:40,1,9
1,4,00:35,6,4
4,5,05:02,2,8
2,1,13:46,6,4
3,5,02:10,5,5
4,1,14:06,6,4
3,5,13:42,10,0
4,2,08:58,8,2
1,5,20:49,5,5
5,3,07:46,4,6
3,5,07:35,4,6
2,5,19:06,7,3
2,3,04:21,2,8
4,3,19:47,3,7
2,4,11:33,6,4
1,5,07:29,3,7
1,5,15:29,9,1
4,2,18:33,8,2
3,4,09:01,5,5
3,4,20:04,4,6
2,5,22:53,4,6
2,1,10:15,9,1
3,2,01:41,3,7
2,3,02:19,6,4
3,2,02:50,7,3
4,1,20:29,8,2
1,5,17:06,1,9
2,1,00:03,4,6
2,5,07:21,7,3
1,4,07:18,9,1
3,4,05:37,6,4
2,5,15:44,4,6
2,3,14:01,5,5
1,4,03:40,2,8
2,4,06:25,10,0
5,3,03:27,4,6
1,5,00:32,8,2
1,5,01:01,5,5
5,2,13:59,7,3
1,4,07:08,10,0
3,4,20:18,4,6
4,2,19:15,4,6
1,4,18:14,10,0
1,5,03:50,10,0
3,2,12:32,1,9
4,5,10:53,5,5
2,5,08:02,9,1
3,1,23:06,7,3
5,3,14:34,5,5
4,1,17:14,3,7
5,3,08:47,2,8
2,4,11:41,3,7
3,4,20:17,10,0
4,3,03:05,2,8
4,1,18:08,2,8
4,5,00:05,2,8
1,3,15:50,5,5
1,2,01:55,2,8
4,2,12:35,2,8
1,3,03:35,10,0
3,2,19:26,3,7
2,1,19:46,9,1
4,2,12:01,2,8
2,1,15:34,3,7
3,5,09:20,6,4
5,2,03:35,9,1
4,3,20:04,9,1
5,4,03:42,4,6
3,5,03:20,9,1
3,1,01:26,7,3
1,5,11:42,8,2
1,5,05:58,10,0
4,3,13:56,10,0
4,1,02:08,7,3
3,1,22:51,10,0
3,4,11:47,7,3
2,1,01:11,9,1
5,3,14:48,4,6
1,2,15:24,5,5
1,5,14:10,10,0
3,5,01:10,6,4
5,2,21:49,7,3
5,2,08:41,1,9
4,2,07:00,4,6
2,1,04:04,2,8
2,1,15:34,6,4
3,2,22:37,3,7
1,5,11:10,7,3
2,5,07:39,2,8
5,3,16:22,6,4
4,1,03:08,6,4
2,5,15:53,3,7
2,4,07:46,1,9
3,2,19:34,4,6
2,1,23:32,2,8
2,1,07:20,6,4
2,5,09:07,9,1
3,2,03:23,2,8
3,4,23:50,6,4
5,4,16:04,2,8
4,1,02:26,4,6
3,5,21:46,6,4
5,4,19:03,7,3
5,4,05:20,5,5
1,2,11:19,10,0
1,4,01:41,2,8
4,2,07:17,3,7
4,1,00:49,3,7
1,2,08:37,4,6
4,5,05:58,10,0
2,5,22:09,9,1
4,3,16:21,2,8
1,5,21:28,4,6
1,3,02:19,9,1
2,5,08:07,5,5
2,5,15:57,10,0
2,1,05:00,7,3
4,3,22:48,9,1
1,5,09:52,3,7
3,5,01:27,1,9
2,5,11:46,3,7
1,5,23:44,9,1
4,2,19:52,4,6
5,3,10:00,4,6
4,3,08:29,5,5
2,3,16:27,6,4
1,2,20:43,6,4
2,4,03:34,4,6
4,2,10:12,5,5
2,4,15:28,6,4
1,2,21:31,8,2
2,5,06:58,2,8
1,2,06:31,5,5
5,4,03:39,2,8
4,3,00:07,7,3
3,4,14:46,5,5
5,3,08:34,3,7
1,4,09:39,5,5
5,1,11:56,10,0
2,1,15:38,6,4
3,2,22:29,4,6
1,5,04:03,6,4
4,2,07:07,1,9
4,3,18:41,6,4
1,2,02:05,2,8
5,2,16:57,7,3
1,5,00:12,8,2
1,2,02:05,4,6
1,5,05:19,9,1
3,4,16:46,5,5
3,2,17:27,3,7
4,1,17:58,5,5
1,2,03:37,6,4
5,4,12:36,9,1
4,3,09:14,6,4
3,1,22:00,2,8
3,4,13:27,4,6
1,5,19:28,1,9
3,5,13:49,7,3
1,3,17:13,3,7
1,3,10:29,4,6
4,2,14:05,1,9
2,1,20:05,5,5
2,3,23:50,6,4
5,4,18:32,2,8
4,5,19:51,3,7
2,3,06:08,4,6
5,1,07:46,7,3
5,3,17:17,7,3
1,2,11:42,5,5
3,5,06:41,9,1
3,5,19:05,8,2
4,5,03:31,1,9
5,3,20:06,6,4
1,3,11:40,1,9
2,5,09:28,10,0
5,4,09:13,5,5
5,3,17:14,8,2
4,3,17:36,9,1
1,2,02:01,10,0
5,3,15:32,7,3
5,4,04:28,1,9
2,3,23:56,6,4
1,5,12:52,3,7
5,2,16:47,8,2
4,5,04:01,8,2
4,3,16:04,10,0
1,2,13:50,5,5
2,4,05:31,5,5
2,1,01:24,3,7
3,2,15:52,1,9
3,1,12:47,9,1
3,2,09:26,1,9
2,3,11:39,4,6
1,4,06:44,3,7
3,1,15:33,7,3
1,4,05:19,1,9
3,2,21:38,6,4
2,3,15:57,2,8
5,3,06:23,10,0
1,5,03:32,1,9
1,5,10:08,5,5
1,3,00:55,5,5
1,2,06:06,2,8
4,1,06:30,5,5
4,2,13:45,1,9
1,3,02:36,2,8
2,3,11:03,10,0
2,4,04:37,8,2
1,4,02:22,7,3
1,3,12:50,10,0
5,1,18:48,3,7
4,3,07:40,6,4
4,1,02:39,4,6
2,5,19:05,8,2
2,3,05:25,4,6
3,5,22:35,10,0
3,2,20:28,8,2
3,4,09:26,5,5
1,4,22:28,2,8
1,3,04:21,7,3
1,2,00:17,2,8
2,5,23:46,10,0
3,5,05:25,7,3
1,2,15:41,7,3
5,1,14:06,8,2
5,4,12:49,8,2
1,3,18:37,8,2
2,3,16:12,3,7
2,1,03:19,8,2
2,3,05:55,9,1
2,3,03:12,10,0
2,5,12:14,10,0
4,1,06:56,3,7
4,2,08:45,1,9
4,1,20:15,3,7
3,4,12:04,2,8
4,1,15:42,2,8
4,1,03:57,3,7
2,1,08:54,6,4
2,1,19:01,5,5
1,4,22:04,3,7
2,4,22:55,6,4
5,4,01:08,9,1
5,3,00:26,6,4
4,3,12:29,7,3
2,5,11:45,5,5
4,1,05:28,4,6
3,2,05:54,2,8
2,5,04:00,6,4
5,4,06:59,10,0
4,3,23:36,10,0
5,3,06:13,3,7
1,4,17:06,3,7
5,3,13:26,5,5
4,3,04:30,6,4
5,1,15:59,7,3
3,1,00:26,3,7
4,2,01:11,1,9
4,5,01:05,7,3
3,4,00:14,1,9
1,2,18:01,9,1
3,4,18:47,4,6
5,1,04:23,3,7
3,4,05:45,2,8
4,3,22:57,5,5
4,1,21:18,7,3
1,4,17:10,6,4
5,3,13:17,5,5
3,4,22:19,5,5
4,2,23:50,8,2
3,5,19:09,3,7
1,2,15:39,8,2
5,1,11:31,6,4
3,5,10:50,10,0
5,2,03:58,4,6
5,3,19:53,4,6
1,5,16:41,4,6
4,5,23:30,10,0
5,2,00:13,10,0
4,1,04:51,2,8
2,3,02:36,10,0
3,2,19:35,7,3
2,5,04:18,10,0
2,4,00:37,7,3
5,2,18:37,3,7
1,3,12:27,8,2
5,2,04:14,8,2
4,5,17:51,3,7
1,3,21:12,9,1
4,1,21:41,3,7
4,2,14:25,6,4
1,4,02:46,5,5
3,1,22:33,6,4
2,3,16:50,6,4
2,4,04:54,3,7
4,5,22:58,10,0
4,3,19:23,9,1
3,5,10:40,6,4
5,4,05:22,7,3
2,3,13:36,7,3
3,5,21:26,4,6
4,5,02:44,7,3
5,1,22:11,3,7
5,3,15:22,3,7
3,2,11:22,7,3
3,1,17:14,3,7
2,5,19:07,6,4
2,5,02:19,10,0
3,4,11:08,7,3
4,5,01:57,1,9
3,1,23:44,6,4
2,1,00:40,3,7
5,4,21:36,9,1
5,2,00:43,5,5
3,2,12:24,1,9
4,5,01:47,10,0
4,5,15:54,2,8
4,2,09:55,1,9
5,1,10:08,10,0
1,3,01:37,8,2
1,2,15:41,1,9
4,2,20:30,9,1
4,2,02:16,1,9
2,1,21:10,2,8
3,1,15:16,6,4
3,5,18:58,8,2
3,4,02:48,3,7
5,4,11:29,2,8
4,1,11:17,9,1
1,3,13:18,5,5
4,5,16:39,10,0
4,2,01:28,5,5
1,3,08:38,1,9
5,2,16:32,6,4
2,1,13:35,6,4
1,5,01:40,3,7
1,3,09:11,3,7
4,2,04:04,7,3
3,4,20:34,6,4
3,2,09:50,8,2
2,5,19:57,7,3
4,5,23:36,8,2
1,4,20:19,5,5
3,4,06:12,2,8
3,4,04:43,1,9
1,2,18:20,6,4
5,4,23:48,2,8
2,4,09:25,6,4
3,2,22:40,4,6
4,1,23:09,4,6
3,5,02:20,6,4
5,3,05:43,8,2
5,2,05:28,5,5
4,2,15:50,3,7
1,3,09:30,6,4
4,2,04:55,4,6
4,3,15:10,1,9
2,5,03:50,10,0
5,1,22:35,9,1
5,1,04:08,1,9
3,5,00:22,10,0
4,2,05:56,6,4
1,2,18:53,9,1
1,4,14:32,6,4
4,2,01:44,3,7
1,5,22:45,9,1
4,1,01:25,8,2
3,4,03:07,3,7
5,4,16:25,6,4
5,1,05:19,5,5
2,3,09:19,3,7
4,1,14:40,10,0
4,5,20:22,3,7
3,4,14:02,1,9
5,1,22:05,5,5
1,4,03:19,10,0
1,3,16:05,9,1
4,3,22:42,2,8
4,1,06:17,1,9
3,2,05:59,7,3
4,5,17:44,5,5
2,1,20:56,5,5
4,5,00:37,9,1
5,4,09:22,4,6
3,4,09:52,2,8
1,3,15:45,7,3
1,2,13:46,8,2
2,1,18:28,4,6
4,1,22:18,3,7
5,1,11:54,4,6
5,3,01:05,5,5
5,1,18:45,2,8
2,4,02:37,6,4
4,5,10:47,9,1
4,1,23:31,10,0
3,4,13:21,8,2
2,4,15:09,5,5
5,3,16:25,10,0
5,1,00:20,9,1
2,3,00:45,6,4
1,4,15:18,10,0
4,5,16:09,1,9
2,3,05:28,10,0
2,1,23:56,4,6
2,3,11:40,5,5
5,4,20:36,6,4
1,5,00:12,4,6
4,1,04:40,8,2
2,3,17:50,3,7
4,5,20:10,7,3
4,5,23:37,2,8
2,1,02:28,1,9
3,5,21:15,8,2
2,3,16:56,1,9
4,5,09:47,8,2
5,4,13:43,7,3
3,4,21:34,5,5
3,2,23:09,1,9
2,5,07:11,10,0
5,1,23:26,2,8
2,1,04:09,10,0
1,3,02:39,8,2
1,5,18:17,3,7
4,5,07:25,1,9
4,5,01:12,1,9
1,2,17:03,2,8
5,1,15:29,5,5
4,1,05:16,8,2
5,2,10:28,2,8
4,1,05:18,8,2
4,3,23:49,9,1
4,1,02:26,3,7
4,3,11:42,9,1
3,1,03:18,2,8
1,4,21:34,4,6
1,4,12:25,7,3
4,2,10:21,4,6
2,4,11:40,9,1
5,1,01:56,4,6
2,3,14:10,6,4
3,1,14:12,10,0
4,1,21:05,2,8
2,3,15:56,2,8
1,5,16:34,5,5
2,3,09:55,10,0
3,1,11:00,6,4
4,2,04:03,5,5
3,5,03:44,8,2
5,1,14:30,5,5
3,4,13:07,4,6
3,2,23:38,3,7
5,4,15:40,8,2
4,5,23:07,5,5
4,1,04:18,2,8
3,4,16:39,2,8
1,3,21:04,10,0
4,5,10:41,4,6
2,1,16:07,1,9
3,5,00:26,8,2
3,4,14:52,1,9
2,5,14:41,3,7
4,3,19:20,4,6
4,3,00:33,10,0
4,5,11:39,2,8
3,1,07:01,6,4
4,1,04:13,5,5
2,5,22:44,4,6
3,1,03:49,7,3
1,2,11:00,9,1
3,2,13:02,5,5
5,1,09:46,9,1
2,1,23:26,8,2
3,1,02:05,2,8
1,5,16:30,10,0
3,2,04:01,3,7
5,3,10:43,3,7
1,2,08:31,5,5
1,4,14:53,2,8
5,4,19:55,10,0
